id	relative	polyx	position
aaeg|AAEL012446	0.739664347114204	A-AA	3610-3620
cqui|CPIJ002689	0.736116910229645	A-AA	3522-3532
aaeg|AAEL014519	0.511542012927054	A-AA	550-560
cqui|CPIJ012192	0.201174743024963	A-AA	133-143
aaeg|AAEL018342	0.670177383592018	A-AA	601-610
cqui|CPIJ005144	0.670108695652174	A-AA	613-622
aaeg|AAEL022402	0.643211100099108	A-AA	643-657
cqui|CPIJ004609	0.606232294617564	A-AA	425-433
aaeg|AAEL023730	0.569296375266525	A-AA	263-273
cqui|CPIJ006496	0.577878103837472	A-AA	253-261
aaeg|AAEL025151	0.737120211360634	A-AA	555-563
cqui|CPIJ013454	0.710491367861886	A-AA	531-541
aaeg|AAEL026846	0.663017982799062	A-AA	844-854
cqui|CPIJ002165	0.132631578947368	A-AA	59-69
aaeg|AAEL002764	0.370408163265306	A-AA	178-187
crei|A8ITS8	0.379732739420935	A-AA	164-179
aaeg|AAEL005025	0.169090909090909	A-AA	136-145
dmel|Q9VQK5	0.174534161490683	A-AA	137-146
aaeg|AAEL007736	0.914841849148418	A-AA	373-381
dmel|P32027	0.898422090729783	A-AA	452-461
aaeg|AAEL008738	0.91978021978022	A-AA	832-844
dmel|Q9W3M7	0.925317796610169	A-AA	866-883
aaeg|AAEL010541	0.969953051643192	A-AA	1026-1042
dmel|B7YZV4	0.960384153661465	A-AA	795-807
aaeg|AAEL019422	0.362254025044723	A-AA	402-410
dmel|M9PHQ2	0.406545741324921	A-AA	510-523
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
dmel|Q9VF03	0.788493377483444	A-AA	949-958
aaeg|AAEL023266	0.213817330210773	A-AA	453-462
dmel|P35500	0.223239436619718	A-AA	472-481
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
drer|F1QZ57	0.549909255898367	A-AA	299-309
aaeg|AAEL019447	0.922976501305483	A-AA	1411-1419
falb|A0A058ZF15	0.957294429708223	A-AA	1799-1812
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
ggal|A0A1D5P832	0.774104683195592	A-AA	277-287
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
ggal|A0A1D5P9D7	0.785954583683768	A-AA	931-940
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
gmor|GMOY004188	0.487765089722675	A-AA	295-305
aaeg|AAEL019808	0.860815602836879	A-AA	481-492
gmor|GMOY003396	0.898058252427185	A-AA	548-564
aaeg|AAEL002764	0.370408163265306	A-AA	178-187
gsul|Q74B14	0.224264705882353	A-AA	88-97
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
hsap|ENSG00000179950.13	0.582437275985663	A-AA	321-331
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
hsap|ENSG00000139613.11	0.719855305466238	A-AA	892-901
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
isca|ISCW004373	0.533464566929134	A-AA	267-277
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
isca|ISCW014432	0.805347091932458	A-AA	855-864
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
lafr|G3TQL4	0.58018018018018	A-AA	318-328
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
lafr|G3T479	0.792805100182149	A-AA	867-876
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
locu|W5MVH4	0.562737642585551	A-AA	292-302
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
lung|A0A2R2MJD6	0.80257116620753	A-AA	870-880
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
mluc|G1NSV0	0.584532374100719	A-AA	321-331
aaeg|AAEL019844	0.334288990825688	A-AA	287-298
mmul|MACM_22849	0.340379008746356	A-AA	228-241
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
mmul|MACM_6601	0.712695795548227	A-AA	861-870
aaeg|AAEL010821	0.909235668789809	A-AA	279-294
mmus|ENSMUSG00000067274.10	0.879746835443038	A-AA	274-284
aaeg|AAEL010821	0.909235668789809	A-AA	279-294
mmus|ENSMUSG00000067274.10	0.919303797468354	A-AA	287-296
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
mmus|ENSMUSG00000025369.14	0.713283828382838	A-AA	861-870
aaeg|AAEL002395	0.938735177865613	A-AA	471-481
ncra|NCU07172	0.963129496402878	A-AA	531-542
aaeg|AAEL021031	0.938735177865613	A-AA	471-481
ncra|NCU07172	0.963129496402878	A-AA	531-542
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
nvec|A7RQK4	0.520874751491054	A-AA	259-267
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
olat|H2MA18	0.561904761904762	A-AA	291-301
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
olat|H2MMF3	0.781873373807459	A-AA	898-907
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
phma|A0A455C5Y5	0.486784140969163	A-AA	217-227
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
phum|PHUM512870	0.526315789473684	A-AA	296-306
aaeg|AAEL019841	0.660744500846024	A-AA	386-397
phum|PHUM361200	0.740540540540541	A-AA	270-280
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
pmac|A0A194R4F2	0.879923150816523	A-AA	910-924
aaeg|AAEL002764	0.370408163265306	A-AA	178-187
psae|Q9I3D2	0.22671568627451	A-AA	81-106
aaeg|AAEL002395	0.938735177865613	A-AA	471-481
scer|YPL042C	0.962093862815884	A-AA	530-538
aaeg|AAEL021031	0.938735177865613	A-AA	471-481
scer|YPL042C	0.962093862815884	A-AA	530-538
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
sman|A0A3Q0KQ42	0.750827266710788	A-AA	1131-1140
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
tcas|A0A139WN98	0.484599589322382	A-AA	232-242
aaeg|AAEL019841	0.660744500846024	A-AA	386-397
tcas|A0A139WNV1	0.749357326478149	A-AA	288-297
aaeg|AAEL004415	0.56929955290611	A-AA	378-388
trub|H2SKT1	0.587813620071685	A-AA	324-334
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
trub|H2RYS0	0.785523978685613	A-AA	881-890
aaeg|AAEL010821	0.909235668789809	A-AA	279-294
umay|UMAG_06055	0.892628205128205	A-AA	275-284
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
xtro|A0A5G3I5Y1	0.855769230769231	A-AA	931-940
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
xtro|A0A5G3I6L0	0.820977253580455	A-AA	971-980
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
xtro|A0A5G3I6R9	0.845698924731183	A-AA	783-792
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
xtro|A0A5G3I7I0	0.808571428571429	A-AA	987-996
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
xtro|F7CS71	0.845920138888889	A-AA	971-980
aaeg|AAEL022608	0.754774305555556	A-AA	866-875
xtro|F7E3W4	0.852941176470588	A-AA	910-919
aaeg|AAEL027786	0.985368314833502	A-AA	1949-1959
zmay|A0A1D6NTP5	0.977869467366842	A-AA	1300-1309
aast|H257_02063	0.920634920634921	A-AA	287-295
acas|ACA1_271380	0.914634146341463	A-AA	297-305
aast|H257_15192	0.404451266308519	A-AA	1050-1060
falb|A0A058Z8J3	0.455595667870036	A-AA	1259-1267
aast|H257_02063	0.920634920634921	A-AA	287-295
mmus|ENSMUSG00000067274.10	0.919303797468354	A-AA	287-296
acas|ACA1_322560	0.411413969335605	A-AA	477-491
afum|Afu1g03970	0.335988753514527	A-AA	354-365
acas|ACA1_062590	0.200280603297089	A-AA	567-577
apro|A0A087SIT9	0.175878405053296	A-AA	442-451
acas|ACA1_271380	0.852134146341463	A-AA	275-286
aque|A0A1X7VE32	0.851590106007067	A-AA	237-247
acas|ACA1_271380	0.852134146341463	A-AA	275-286
bgla|BGLB010603	0.88801261829653	A-AA	278-287
acas|ACA1_271380	0.852134146341463	A-AA	275-286
bova|BOVATA_012710	0.900641025641026	A-AA	276-288
acas|ACA1_224690	0.816683831101957	A-AA	786-802
bpli|A0A3M7RSJ5	0.830308529945553	A-AA	912-920
acas|ACA1_271380	0.852134146341463	A-AA	275-286
bpli|A0A3M7RPJ5	0.892508143322476	A-AA	269-281
acas|ACA1_271380	0.852134146341463	A-AA	275-286
btau|BOS_16487	0.900630914826498	A-AA	282-291
acas|ACA1_224690	0.816683831101957	A-AA	786-802
cang|A0A1Y2HSC0	0.857832618025751	A-AA	795-806
acas|ACA1_271380	0.914634146341463	A-AA	297-305
cang|A0A1Y2HM56	0.921245421245421	A-AA	246-259
acas|ACA1_271380	0.852134146341463	A-AA	275-286
cele|Q93572	0.911575562700965	A-AA	276-293
acas|ACA1_271380	0.914634146341463	A-AA	297-305
cele|Q93572	0.911575562700965	A-AA	276-293
acas|ACA1_271380	0.914634146341463	A-AA	297-305
clup|F1PUX4	0.919303797468354	A-AA	287-296
acas|ACA1_271380	0.852134146341463	A-AA	275-286
cneo|CNG00300	0.895498392282958	A-AA	274-285
acas|ACA1_271380	0.914634146341463	A-AA	297-305
cqui|CPIJ009501	0.904458598726115	A-AA	276-294
acas|ACA1_271380	0.852134146341463	A-AA	275-286
ddis|P22685	0.879934210526316	A-AA	264-273
acas|ACA1_271380	0.852134146341463	A-AA	275-286
falb|A0A058ZB71	0.916398713826367	A-AA	278-294
acas|ACA1_271380	0.914634146341463	A-AA	297-305
falb|A0A058ZB71	0.916398713826367	A-AA	278-294
acas|ACA1_322560	0.264054514480409	A-AA	307-315
gass|GL50803_115239	0.0843243243243243	A-AA	72-86
acas|ACA1_271380	0.914634146341463	A-AA	297-305
ggal|P47826	0.919047619047619	A-AA	286-295
acas|ACA1_271380	0.852134146341463	A-AA	275-286
gnip|GNI_131920	0.920634920634921	A-AA	283-299
acas|ACA1_271380	0.914634146341463	A-AA	297-305
gnip|GNI_131920	0.920634920634921	A-AA	283-299
acas|ACA1_271380	0.914634146341463	A-AA	297-305
hsap|ENSG00000089157.15	0.919303797468354	A-AA	287-296
acas|ACA1_271380	0.852134146341463	A-AA	275-286
isca|ISCW007303	0.882075471698113	A-AA	277-286
acas|ACA1_271380	0.852134146341463	A-AA	275-286
mbre|A9UW12	0.912621359223301	A-AA	274-292
acas|ACA1_271380	0.914634146341463	A-AA	297-305
mbre|A9UW12	0.912621359223301	A-AA	274-292
acas|ACA1_364280	0.943312101910828	A-AA	737-746
mcom|C1EJG6	0.861958266452649	A-AA	534-542
acas|ACA1_271380	0.914634146341463	A-AA	297-305
mluc|G1NWS2	0.919303797468354	A-AA	287-296
acas|ACA1_271380	0.914634146341463	A-AA	297-305
mmul|MACM_6175	0.917981072555205	A-AA	287-297
acas|ACA1_271380	0.852134146341463	A-AA	275-286
olat|A0A3B3H3J4	0.89968152866242	A-AA	276-291
acas|ACA1_224690	0.816683831101957	A-AA	786-802
osat|Q84UQ1	0.841125954198473	A-AA	878-887
acas|ACA1_271380	0.852134146341463	A-AA	275-286
pcon|PCON_0003960	0.920560747663551	A-AA	288-305
acas|ACA1_271380	0.914634146341463	A-AA	297-305
pcon|PCON_0003960	0.920560747663551	A-AA	288-305
acas|ACA1_271380	0.914634146341463	A-AA	297-305
pgra|PGTG_06188	0.905144694533762	A-AA	272-293
acas|ACA1_271380	0.914634146341463	A-AA	297-305
phma|A0A2Y9FT57	0.915360501567398	A-AA	287-299
acas|ACA1_182530	0.259152215799615	A-AA	264-276
phum|PHUM490070	0.0800681431005111	A-AA	44-52
acas|ACA1_271380	0.852134146341463	A-AA	275-286
phum|PHUM168440	0.873065015479876	A-AA	276-290
acas|ACA1_069690	0.578151060281153	A-AA	2423-2432
pram|PSURA_74442	0.502789907811742	A-AA	2069-2078
acas|ACA1_271380	0.852134146341463	A-AA	275-286
rdel|RO3G_09023	0.897727272727273	A-AA	273-282
acas|ACA1_271380	0.852134146341463	A-AA	275-286
rhiz|GLOIN_2v1727062	0.891373801916933	A-AA	274-286
acas|ACA1_271380	0.914634146341463	A-AA	297-305
sarc|A0A0L0FQ07	0.929022082018927	A-AA	291-300
acas|ACA1_224690	0.816683831101957	A-AA	786-802
sneu|SN3_00103330	0.912455673758865	A-AA	2053-2066
acas|ACA1_271380	0.914634146341463	A-AA	297-305
tbrt|Tb927.11.2050	0.921052631578947	A-AA	288-309
acas|ACA1_271380	0.914634146341463	A-AA	297-305
tbrt|Tb927.11.2060	0.921052631578947	A-AA	288-309
acas|ACA1_271380	0.914634146341463	A-AA	297-305
tcas|D6WMT4	0.915873015873016	A-AA	284-295
acas|ACA1_224690	0.816683831101957	A-AA	786-802
tgon|TGME49_221660	0.894808004326663	A-AA	1648-1663
acas|ACA1_271380	0.852134146341463	A-AA	275-286
tgon|TGME49_218410	0.907348242811502	A-AA	275-295
acas|ACA1_271380	0.914634146341463	A-AA	297-305
tgon|TGME49_218410	0.907348242811502	A-AA	275-295
acas|ACA1_180590	0.0778588807785888	A-AA	156-166
tpse|B8CEP8	0.0915694475016509	A-AA	413-421
acas|ACA1_224690	0.816683831101957	A-AA	786-802
vbra|Vbra_18868	0.878349022447502	A-AA	1207-1221
acas|ACA1_271380	0.852134146341463	A-AA	275-286
wmel|I4Y734	0.889067524115756	A-AA	272-283
acid|C1FAF5	0.519160583941606	A-AA	281-290
cang|A0A1Y2I6E6	0.452928870292887	A-AA	212-223
afum|Afu1g03970	0.335988753514527	A-AA	354-365
cang|A0A1Y2HP48	0.387306753458096	A-AA	471-483
afum|Afu2g10010	0.988061127029608	A-AA	1031-1040
cang|A0A1Y2HHJ9	0.992760617760618	A-AA	1025-1034
afum|Afu1g03970	0.335988753514527	A-AA	354-365
crei|A0A2K3E0D8	0.512364294330519	A-AA	846-855
afum|Afu3g08970	0.824832214765101	A-AA	612-619
crei|A0A2K3D8H2	0.608391608391608	A-AA	517-529
afum|Afu1g03970	0.335988753514527	A-AA	354-365
dmel|Q9VZP5	0.386264216972878	A-AA	435-450
afum|Afu5g11970	0.621719457013575	A-AA	683-693
ncra|NCU06544	0.590271691498685	A-AA	670-679
afum|Afu4g08480	0.969271290605795	A-AA	1101-1109
ppat|A0A2K1IVH3	0.97623666343356	A-AA	1002-1013
afum|Afu4g07220	0.146694214876033	A-AA	68-76
sscl|SS1G_03925	0.145061728395062	A-AA	66-77
agam|AGAP000159	0.285082174462705	A-AA	220-233
apis|J9JUC2	0.256596306068602	A-AA	188-203
agam|AGAP003118	0.85405872193437	A-AA	985-995
apis|J9K565	0.881198347107438	A-AA	849-859
agam|AGAP010553	0.558641975308642	A-AA	358-368
apis|J9K7C9	0.561461794019934	A-AA	334-344
agam|AGAP003118	0.85405872193437	A-AA	985-995
bflo|C3Y7Y5	0.844213649851632	A-AA	850-859
agam|AGAP010553	0.558641975308642	A-AA	358-368
bflo|C3Y460	0.552631578947368	A-AA	269-279
agam|AGAP003118	0.85405872193437	A-AA	985-995
bgla|BGLB018054	0.584953940634596	A-AA	568-577
agam|AGAP003118	0.85405872193437	A-AA	985-995
btau|BOS_21115	0.769329896907217	A-AA	892-901
agam|AGAP003118	0.85405872193437	A-AA	985-995
btau|BOS_5318	0.77488986784141	A-AA	876-885
agam|AGAP010553	0.558641975308642	A-AA	358-368
btau|BOS_13660	0.559546313799622	A-AA	292-302
agam|AGAP029469	0.610607117934403	A-AA	869-883
cang|A0A1Y2HT58	0.554969879518072	A-AA	365-374
agam|AGAP003118	0.85405872193437	A-AA	985-995
ccor|A0A137P243	0.878313253012048	A-AA	725-735
agam|AGAP003118	0.85405872193437	A-AA	985-995
cint|H2XVM9	0.829937304075235	A-AA	526-535
agam|AGAP010553	0.558641975308642	A-AA	358-368
cint|F6QGB1	0.743093922651934	A-AA	266-274
agam|AGAP003118	0.85405872193437	A-AA	985-995
clup|A0A5F4CXY4	0.711857379767827	A-AA	855-864
agam|AGAP003118	0.85405872193437	A-AA	985-995
clup|E2REF0	0.788878842676311	A-AA	869-878
agam|AGAP008482	0.817454545454545	A-AA	5616-5626
cmer|M1VAH5	0.855191256830601	A-AA	1718-1727
agam|AGAP002261	0.915431560592851	A-AA	1044-1058
cowc|A0A0D2X4Z3	0.962129527991218	A-AA	872-883
agam|AGAP011084	0.0240223463687151	A-AA	18-27
cowc|A0A0D2TZQ1	0.0157232704402516	A-AA	11-21
agam|AGAP011149	0.0705645161290323	A-AA	47-60
cowc|A0A0D2UQX2	0.337941628264209	A-AA	437-445
agam|AGAP011149	0.0705645161290323	A-AA	47-60
cowc|A0A0D2X309	0.228668941979522	A-AA	264-274
agam|AGAP012106	0.0546719681908549	A-AA	24-33
cowc|A0A0D2X1B5	0.114180478821363	A-AA	59-67
agam|AGAP002335	0.761487964989059	A-AA	344-354
cqui|CPIJ013665	0.757142857142857	A-AA	340-351
agam|AGAP003118	0.85405872193437	A-AA	985-995
cqui|CPIJ016185	0.776485788113695	A-AA	898-907
agam|AGAP005902	0.931313131313131	A-AA	457-467
cqui|CPIJ015400	0.922907488986784	A-AA	415-425
agam|AGAP006791	0.91143216080402	A-AA	720-733
cqui|CPIJ017517	0.899350649350649	A-AA	412-421
agam|AGAP007361	0.720025510204082	A-AA	553-578
cqui|CPIJ013454	0.710491367861886	A-AA	531-541
agam|AGAP007361	0.720025510204082	A-AA	553-578
cqui|CPIJ013454	0.729747675962815	A-AA	546-555
agam|AGAP008334	0.561271676300578	A-AA	479-494
cqui|CPIJ004609	0.606232294617564	A-AA	425-433
agam|AGAP029469	0.610607117934403	A-AA	869-883
cqui|CPIJ010275	0.830662393162393	A-AA	773-784
agam|AGAP004707	0.214621532675129	A-AA	453-462
dmel|P35500	0.223239436619718	A-AA	472-481
agam|AGAP008263	0.191547749725576	A-AA	171-180
dmel|Q9VQK5	0.174534161490683	A-AA	137-146
agam|AGAP008967	0.967368421052632	A-AA	909-931
dmel|B7YZV4	0.960384153661465	A-AA	795-807
agam|AGAP012045	0.927392739273927	A-AA	840-848
dmel|Q9W3M7	0.925317796610169	A-AA	866-883
agam|AGAP003118	0.85405872193437	A-AA	985-995
drer|A0A2R8RV42	0.827702702702703	A-AA	854-863
agam|AGAP003118	0.85405872193437	A-AA	985-995
drer|E7FFZ4	0.827536231884058	A-AA	853-862
agam|AGAP003118	0.85405872193437	A-AA	985-995
drer|F1Q9K1	0.805606617647059	A-AA	873-882
agam|AGAP010553	0.558641975308642	A-AA	358-368
drer|F1QZ57	0.549909255898367	A-AA	299-309
agam|AGAP007596	0.295048143053645	A-AA	210-221
falb|A0A058ZAR2	0.196385542168675	A-AA	77-88
agam|AGAP003118	0.85405872193437	A-AA	985-995
ggal|A0A1D5PAT5	0.852326685660019	A-AA	894-903
agam|AGAP010553	0.558641975308642	A-AA	358-368
ggal|A0A1D5P832	0.774104683195592	A-AA	277-287
agam|AGAP003118	0.85405872193437	A-AA	985-995
gmor|GMOY004487	0.789162112932605	A-AA	863-872
agam|AGAP010553	0.558641975308642	A-AA	358-368
gmor|GMOY004188	0.487765089722675	A-AA	295-305
agam|AGAP003118	0.85405872193437	A-AA	985-995
hrob|T1FVF8	0.859032846715328	A-AA	938-947
agam|AGAP003118	0.85405872193437	A-AA	985-995
hsap|ENSG00000173473.10	0.790307971014493	A-AA	869-878
agam|AGAP010553	0.558641975308642	A-AA	358-368
hsap|ENSG00000179950.13	0.582437275985663	A-AA	321-331
agam|AGAP010553	0.558641975308642	A-AA	358-368
isca|ISCW004373	0.533464566929134	A-AA	267-277
agam|AGAP003118	0.85405872193437	A-AA	985-995
lafr|G3TDY6	0.705008488964346	A-AA	827-836
agam|AGAP010553	0.558641975308642	A-AA	358-368
lafr|G3TQL4	0.58018018018018	A-AA	318-328
agam|AGAP003118	0.85405872193437	A-AA	985-995
locu|W5MA56	0.80950184501845	A-AA	874-883
agam|AGAP010553	0.558641975308642	A-AA	358-368
locu|W5MVH4	0.562737642585551	A-AA	292-302
agam|AGAP000017	0.12329561937917	A-AA	420-432
mcom|C1E8K2	0.0214987714987715	A-AA	13-24
agam|AGAP003118	0.85405872193437	A-AA	985-995
mluc|G1NVQ6	0.780547409579668	A-AA	795-804
agam|AGAP003118	0.85405872193437	A-AA	985-995
mluc|G1P7G1	0.720883534136546	A-AA	894-903
agam|AGAP010553	0.558641975308642	A-AA	358-368
mluc|G1NSV0	0.584532374100719	A-AA	321-331
agam|AGAP010553	0.558641975308642	A-AA	358-368
mluc|G1PLV7	0.544921875	A-AA	275-285
agam|AGAP003118	0.85405872193437	A-AA	985-995
mmul|MACM_6599	0.790307971014493	A-AA	869-878
agam|AGAP003118	0.85405872193437	A-AA	985-995
mmus|ENSMUSG00000032481.16	0.79011786038078	A-AA	868-877
agam|AGAP029657	0.0116883116883117	A-AA	26-39
mmus|ENSMUSG00000044308.17	0.00237969328397673	A-AA	2-9
agam|AGAP003118	0.85405872193437	A-AA	985-995
nvec|A7RGR1	0.877604166666667	A-AA	838-849
agam|AGAP010553	0.558641975308642	A-AA	358-368
nvec|A7RQK4	0.520874751491054	A-AA	259-267
agam|AGAP010553	0.558641975308642	A-AA	358-368
olat|H2MA18	0.561904761904762	A-AA	291-301
agam|AGAP003118	0.85405872193437	A-AA	985-995
phma|A0A2Y9EFK6	0.790307971014493	A-AA	869-878
agam|AGAP003118	0.85405872193437	A-AA	985-995
phma|A0A2Y9SQY6	0.721014492753623	A-AA	892-901
agam|AGAP010553	0.558641975308642	A-AA	358-368
phma|A0A455C5Y5	0.486784140969163	A-AA	217-227
agam|AGAP029657	0.0116883116883117	A-AA	26-39
phma|A0A455AGT0	0.00236344537815126	A-AA	2-9
agam|AGAP003118	0.85405872193437	A-AA	985-995
phum|PHUM516080	0.925990271021543	A-AA	1329-1338
agam|AGAP010553	0.558641975308642	A-AA	358-368
phum|PHUM512870	0.526315789473684	A-AA	296-306
agam|AGAP003118	0.85405872193437	A-AA	985-995
tcas|D6X1U5	0.854957805907173	A-AA	807-816
agam|AGAP010553	0.558641975308642	A-AA	358-368
tcas|A0A139WN98	0.484599589322382	A-AA	232-242
agam|AGAP003118	0.85405872193437	A-AA	985-995
trub|H2S7S6	0.843189017951426	A-AA	795-804
agam|AGAP003118	0.85405872193437	A-AA	985-995
trub|H2TGA2	0.841515474919957	A-AA	785-794
agam|AGAP010553	0.558641975308642	A-AA	358-368
trub|H2SKT1	0.587813620071685	A-AA	324-334
agam|AGAP002335	0.761487964989059	A-AA	344-354
wmel|I4Y6P5	0.739336492890995	A-AA	307-319
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3I7V1	0.894650655021834	A-AA	816-825
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3KJI4	0.789019963702359	A-AA	866-875
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3KJY0	0.746160409556314	A-AA	871-880
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3KL71	0.809722222222222	A-AA	871-880
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3KL81	0.73874256584537	A-AA	866-875
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3KLL5	0.816449814126394	A-AA	875-884
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|A0A5G3KM36	0.81610800744879	A-AA	873-882
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F6SBH6	0.81945889698231	A-AA	784-793
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F6TTS0	0.77130264446621	A-AA	784-793
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F7CN80	0.809677419354839	A-AA	875-884
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F7DPP4	0.83475935828877	A-AA	777-786
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F7DUF0	0.740401396160558	A-AA	845-854
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F7DX42	0.862713675213675	A-AA	804-813
agam|AGAP003118	0.85405872193437	A-AA	985-995
xtro|F7ET90	0.802104208416834	A-AA	797-806
agam|AGAP008482	0.817454545454545	A-AA	5616-5626
xtro|A0A5G3KQP2	0.899359743897559	A-AA	2244-2253
agam|AGAP008482	0.817454545454545	A-AA	5616-5626
xtro|A0A5G3KQU3	0.878795180722892	A-AA	1820-1829
agam|AGAP008482	0.817454545454545	A-AA	5616-5626
xtro|A0A5G3KS71	0.900906225374311	A-AA	2283-2292
agam|AGAP008482	0.817454545454545	A-AA	5616-5626
xtro|F6ZPV6	0.900317082837891	A-AA	2268-2277
